,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
7622,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8074,58,,B1,1366 EAST 84 STREET,,11236,2,0,2,"2,399","3,450",1960,1,B1,860000.00,1/31/2023,40.6294823,-73.9019361
7623,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8075,9,,B1,8405 AVENUE N,,11236,2,0,2,"2,000","1,610",1955,1,B1,810000.00,5/24/2022,40.6295037,-73.901302
7630,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8076,38,,B1,8515 AVENUE N,,11236,2,0,2,"2,399","3,168",1960,1,B1,0.00,1/9/2023,40.6301863,-73.9002382
7631,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8076,42,,B1,8505 AVENUE N,,11236,2,0,2,"2,400","3,168",1960,1,B1,935000.00,2/25/2022,40.6300163,-73.9005014
7635,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8077,36,,B9,8625 AVENUE N,,11236,2,0,2,"2,000","1,600",1955,1,B9,499500.00,1/6/2023,40.6307482,-73.8993763
7638,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8077,57,,B9,1347 EAST 86 STREET,,11236,2,0,2,"2,000","1,400",1955,1,B9,0.00,4/30/2022,40.631084,-73.9004134
7643,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8079,75,,B1,8817 AVENUE N,,11236,2,0,2,"3,150","2,436",1960,1,B1,0.00,5/4/2022,40.6315925,-73.8980672
7644,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8080,70,,B1,1616 REMSEN AVENUE,,11236,2,0,2,"2,667","1,561",1960,1,B1,820000.00,1/24/2023,40.6321051,-73.8973927
7651,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8083,1,,B1,8602 AVENUE N,,11236,2,0,2,"3,000","1,839",1955,1,B1,810000.00,5/5/2022,40.6300566,-73.8994386
7654,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8083,67,,B9,1425 EAST 86 STREET,,11236,2,0,2,"1,799","2,160",1960,1,B9,980000.00,10/5/2022,40.6297817,-73.8989634
7670,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8112,36,,B1,9412 AVENUE B,,11236,2,0,2,"2,199","1,777",1940,1,B1,460000.00,8/18/2022,40.6514549,-73.9128486
7672,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8113,36,,B3,9506 AVENUE B,,11236,2,0,2,"2,646","2,167",1940,1,B3,0.00,2/9/2022,40.6518003,-73.9123112
7674,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8113,64,,B9,724 EAST 96 STREET,,11236,2,0,2,"2,968","2,816",1960,1,B9,820000.00,12/23/2022,40.65133,-73.9110216
7675,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8115,136,,S2,669 ROCKAWAY PARKWAY,,11236,2,1,3,"2,600","3,665",1960,1,S2,0.00,8/17/2022,40.6530506,-73.9105869
7679,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8126,28,,B1,875 EAST 93 STREET,,11236,2,0,2,"2,000","1,748",1970,1,B1,0.00,10/14/2022,40.6474562,-73.909852
7685,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8128,76,,B2,9531 NOLANS LANE,,11236,2,0,2,"6,989","1,822",1899,1,B2,800000.00,6/7/2022,40.6483656,-73.9075517
7686,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8141,7,,B9,9029 FARRAGUT ROAD,,11236,2,0,2,"3,206","2,080",1965,1,B9,875000.00,5/17/2022,40.643964,-73.9087757
7692,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8144,66,,B3,9413 FARRAGUT ROAD,,11236,2,0,2,"2,382","1,224",1920,1,B3,715000.00,11/2/2022,40.6455182,-73.9061791
7700,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8148,34,,B2,9822 FOSTER AVENUE,,11236,2,0,2,"2,300","1,940",1920,1,B2,0.00,8/3/2022,40.6490079,-73.9041633
7704,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8164,1,,B3,9527 GLENWOOD ROAD,,11236,2,0,2,"7,499","1,964",1920,1,B3,0.00,7/20/2022,40.6446706,-73.9034813
7706,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8171,33,,B1,10202 FARRAGUT ROAD,,11236,2,0,2,"3,800","2,400",2003,1,B1,0.00,2/25/2022,40.6489713,-73.8998894
7708,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8171,111,,B1,663 EAST 102 STREET,,11236,2,0,2,"2,858","3,212",1999,1,B1,940000.00,3/17/2022,40.6480425,-73.8987052
7713,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8179,38,,B1,1147 REMSEN AVENUE,,11236,2,0,2,"2,197","1,575",1945,1,B1,665000.00,9/22/2022,40.6415004,-73.906909
7714,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8179,75,,B3,32 CONKLIN AVENUE,,11236,2,0,2,"5,625","1,968",1910,1,B3,0.00,5/19/2022,40.6412688,-73.9055905
7716,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8179,167,,B1,32 DURLAND PLACE,,11236,2,0,2,"2,078","1,860",2007,1,B1,0.00,9/1/2022,40.6415355,-73.9062243
7717,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8179,183,,B1,23 DURLAND PLACE,,11236,2,0,2,"1,871","2,025",2005,1,B1,550000.00,11/22/2022,40.6419005,-73.9061517
7718,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8179,183,,B1,23 DURLAND PLACE,,11236,2,0,2,"1,872","2,025",2005,1,B1,0.00,4/6/2022,40.6419005,-73.9061517
7721,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8187,60,,B1,292 CONKLIN AVENUE,,11236,2,0,2,"2,239","1,680",1960,1,B1,865000.00,6/17/2022,40.6454792,-73.8990622
7724,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8189,9,,B1,10105 FLATLANDS AVENUE,,11236,2,0,2,"2,000","1,400",1955,1,B1,0.00,3/22/2022,40.6459611,-73.8976597
7728,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8198,27,,B1,1237 REMSEN AVENUE,,11236,2,0,2,"1,613","1,782",1945,1,B1,0.00,7/8/2022,40.6397339,-73.9049729
7733,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8200,5,,B9,9221 AVENUE J,,11236,2,0,2,"1,771","1,640",2003,1,B9,980000.00,11/23/2022,40.6399541,-73.9023675
7737,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8201,38,,S2,9306 FLATLANDS AVENUE,,11236,2,1,3,"5,368","3,418",1920,1,S2,0.00,10/18/2022,40.6415332,-73.9033849
7738,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8201,38,,S2,9306 FLATLANDS AVENUE,,11236,2,1,3,"5,368","3,418",1920,1,S2,975000.00,1/25/2023,40.6415332,-73.9033849
7740,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8202,6,,B1,9411 AVENUE J,,11236,2,0,2,"2,974","2,200",1965,1,B1,920000.00,2/7/2022,40.6408396,-73.9011051
7741,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8202,11,,B1,9403 AVENUE J,,11236,2,0,2,"2,974","2,200",1965,1,B1,0.00,5/5/2022,40.6407189,-73.901289
7752,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8208,30,,B1,925 EAST 100 STREET,,11236,2,0,2,"2,000","1,560",1955,1,B1,725000.00,8/1/2022,40.6448109,-73.8975606
7753,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8208,38,,B1,1008 FLATLANDS AVENUE,,11234,2,0,2,"1,953","1,760",1955,1,B1,0.00,6/30/2022,40.6451241,-73.8978628
7758,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8209,5,,B9,10117 AVENUE J,,11236,2,0,2,"2,057","2,160",1960,1,B9,955000.00,9/19/2022,40.6444303,-73.8955756
7761,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8209,63,,B9,954 EAST 102 STREET,,11236,2,0,2,"2,000","2,160",1960,1,B9,800000.00,3/23/2022,40.644966,-73.8960361
7762,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8210,11,,B9,973 EAST 102 STREET,,11236,2,0,2,"2,900","2,244",1955,1,B9,0.00,7/11/2022,40.6449186,-73.8952181
7764,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8210,46,,B9,918 EAST 103 STREET,,11236,2,0,2,"4,500","2,244",1960,1,B9,985000.00,7/15/2022,40.6460474,-73.8960019
7765,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8210,53,,B9,936 EAST 103 STREET,,11236,2,0,2,"2,000","2,244",1960,1,B9,0.00,8/3/2022,40.6457314,-73.8956493
7770,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8214,28,,B9,933 EAST 106 STREET,,11236,2,0,2,"2,000","2,320",1960,1,B9,521000.00,5/20/2022,40.6474555,-73.8930376
7773,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8219,6,,B2,9207 AVENUE K,,11236,2,0,2,"2,475","2,160",1955,1,B2,850000.00,3/24/2022,40.6382289,-73.9006874
7777,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8221,39,,B2,9414 AVENUE J,,11236,2,0,2,"3,019","1,936",1960,1,B2,0.00,2/2/2022,40.640507,-73.9006515
7781,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8226,17,,B1,1055 EAST 99 STREET,,11236,2,0,2,"2,000","1,560",1960,1,B1,730000.00,9/7/2022,40.6421689,-73.8958458
7784,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8228,26,,B9,1033 EAST 101 STREET,,11236,2,0,2,"3,000","2,235",1960,1,B9,10.00,12/30/2022,40.643458,-73.8948168
7785,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8228,38,,B9,10108 AVENUE J,,11236,2,0,2,"2,120","2,235",1960,1,B9,0.00,3/3/2022,40.6439443,-73.895317
7786,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8229,14,,B1,1065 EAST 102 STREET,,11236,2,0,2,"2,000","1,872",1955,1,B1,0.00,5/19/2022,40.643336,-73.893455
7787,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8229,29,,B9,1029 EAST 102 STREET,,11236,2,0,2,"2,000","2,272",1955,1,B9,0.00,6/13/2022,40.6439981,-73.8941962
7788,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8229,46,,B9,10218 AVENUE J,,11236,2,0,2,"2,000","2,512",1955,1,B9,950000.00,5/11/2022,40.64455,-73.8943863
7790,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8229,67,,B9,1054 EAST 103 STREET,,11236,2,0,2,"2,000","2,272",1955,1,B9,0.00,4/19/2022,40.6437202,-73.8934147
7793,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8231,64,,B1,1054 EAST 105 STREET,,11236,2,0,2,"2,000","1,560",1955,1,B1,0.00,3/15/2022,40.6446932,-73.8919357
7794,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8231,67,,B1,1062 EAST 105 STREET,,11236,2,0,2,"2,000","1,635",1955,1,B1,100.00,3/4/2022,40.6445696,-73.8917954
7795,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8232,47,,B1,10555 FLATLANDS 1 STREET,,11236,2,0,2,"2,000","2,519",1960,1,B1,500000.00,7/5/2022,40.6463831,-73.8910141
7796,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8232,50,,B1,10547 FLATLANDS 1 STREET,,11236,2,0,2,"2,000","2,519",1960,1,B1,0.00,3/18/2022,40.6462762,-73.89118
7799,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8233,64,,B1,10519 FLATLANDS 2 STREET,,11236,2,0,2,"2,000","2,840",1960,1,B1,0.00,10/6/2022,40.6453102,-73.8912645
7801,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8235,102,,B1,492 LOUISIANA AVENUE,,11239,2,0,2,"1,260","3,000",1994,1,B1,830000.00,12/15/2022,40.649029,-73.8880331
7802,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8235,109,,B1,506 LOUISIANA AVENUE,,11239,2,0,2,"3,842","3,000",1994,1,B1,0.00,7/5/2022,40.6487385,-73.8884732
7803,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8235,113,,B1,528 LOUISIANA AVENUE,,11239,2,0,2,"1,720","3,000",1994,1,B1,830000.00,9/8/2022,40.6484719,-73.8881241
7804,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8236,3,,B3,9019 AVENUE L,,11236,2,0,2,"1,983","1,712",1955,1,B3,610000.00,5/2/2022,40.6358569,-73.9001576
7805,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8236,8,,B1,9007 AVENUE L,,11236,2,0,2,"1,983","1,712",1955,1,B1,637000.00,3/11/2022,40.6356815,-73.9004317
7806,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8238,37,,B2,9208 AVENUE K,,11236,2,0,2,"1,679","1,530",1920,1,B2,420000.00,8/10/2022,40.6379157,-73.900378
7809,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8241,48,,B2,9511 HOLMES LANE,,11236,2,0,2,"3,922","3,963",2005,1,B2,0.00,6/7/2022,40.6390581,-73.8978865
7810,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8242,43,,B2,1684 ROCKAWAY PARKWAY,,11236,2,0,2,"1,697","1,548",1920,1,B2,0.00,7/14/2022,40.6400702,-73.8970562
7811,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8242,47,,B2,1692 ROCKAWAY PARKWAY,,11236,2,0,2,"1,967","1,548",1920,1,B2,0.00,3/15/2022,40.6398697,-73.8968727
7812,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8242,69,,B1,1726 ROCKAWAY PARKWAY,,11236,2,0,2,"2,678","1,120",1920,1,B1,0.00,2/18/2022,40.6390949,-73.896038
7813,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8243,3,,B2,9725 AVENUE L,,11236,2,0,2,"2,374","1,262",1925,1,B2,500000.00,9/29/2022,40.6393024,-73.8947982
7814,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8243,3,,B2,9725 AVENUE L,,11236,2,0,2,"2,374","1,262",1925,1,B2,950000.00,1/18/2023,40.6393024,-73.8947982
7815,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8243,24,,B2,1717 ROCKAWAY PARKWAY,,11236,2,0,2,"2,860","1,200",1925,1,B2,0.00,11/28/2022,40.6396683,-73.895738
7816,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8244,39,,B1,9806 AVENUE K,,11236,2,0,2,"1,799","1,320",1955,1,B1,725000.00,12/7/2022,40.6409226,-73.8956892
7824,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8245,61,,B1,1150 EAST 100 STREET,,11236,2,0,2,"2,000","1,540",1955,1,B1,0.00,12/19/2022,40.6408304,-73.8938805
7827,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8247,22,,B1,1141 EAST 101 STREET,,11236,2,0,2,"2,833","1,540",1955,1,B1,450000.00,4/6/2022,40.6416885,-73.8928558
7829,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8247,30,,B1,1125 EAST 101 STREET,,11236,2,0,2,"2,000","1,612",1955,1,B1,0.00,4/20/2022,40.6420073,-73.8932121
7830,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8247,33,,B1,1117 EAST 101 STREET,,11236,2,0,2,"2,000","1,612",1955,1,B1,250000.00,9/30/2022,40.6421309,-73.8933524
7831,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8247,39,,B1,10112 AVENUE K,,11236,2,0,2,"2,000","1,612",1955,1,B1,515000.00,6/9/2022,40.6423917,-73.8933988
7832,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8247,51,,B1,1132 EAST 102 STREET,,11236,2,0,2,"2,000","1,612",1955,1,B1,510000.00,9/14/2022,40.6420618,-73.892794
7834,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8248,47,,B9,1118 EAST 103 STREET,,11236,2,0,2,"4,367","2,244",1955,1,B9,940000.00,1/10/2023,40.6427942,-73.8923748
7835,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8249,5,,B1,10311 AVENUE L,,11236,2,0,2,"1,927","1,540",1960,1,B1,0.00,1/24/2023,40.6420843,-73.8905094
7836,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8249,6,,B1,10309 AVENUE L,,11236,2,0,2,"1,927","1,540",1960,1,B1,725000.00,8/12/2022,40.6420487,-73.8905635
7837,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8249,38,,B1,10310 AVENUE K,,11236,2,0,2,"1,927","1,577",1960,1,B1,0.00,5/14/2022,40.6433126,-73.8919704
7838,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8249,40,,B1,10316 AVENUE K,,11236,2,0,2,"1,927","1,577",1960,1,B1,530000.00,11/30/2022,40.6433839,-73.8918586
7840,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8250,42,,B1,10420 AVENUE K,,11236,2,0,2,"1,927","1,585",1960,1,B1,770000.00,2/15/2022,40.6439183,-73.8910361
7842,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8250,51,,B1,1132 EAST 105 STREET,,11236,2,0,2,"2,000","1,585",1960,1,B1,0.00,2/7/2022,40.6434842,-73.8905972
7843,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8250,51,,B1,1132 EAST 105 STREET,,11236,2,0,2,"2,000","1,585",1960,1,B1,400000.00,10/17/2022,40.6434842,-73.8905972
7844,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8251,10,,B9,10516 AVENUE K,,11236,2,0,2,"2,550","3,000",1960,1,B9,0.00,1/4/2023,40.6443322,-73.8904012
7847,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8253,5,,B9,1171 EAST 105 STREET,,11236,2,0,2,"1,913","2,508",1955,1,B9,0.00,6/28/2022,40.6430576,-73.8892971
7852,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8257,44,,S2,9214 AVENUE L,,11236,2,1,3,"1,583","1,944",1931,1,S2,0.00,11/30/2022,40.6364235,-73.8983157
7857,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8261,6,,B9,9611 AVENUE M,,11236,2,0,2,"2,499","2,466",1960,1,B9,0.00,11/2/2022,40.6370125,-73.8940199
7860,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8261,103,,B3,9617 AVENUE M,,11236,2,0,2,"2,400","1,960",1925,1,B3,855000.00,3/17/2022,40.6370947,-73.8938865
7872,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8264,39,,B1,9910 AVENUE L,,11236,2,0,2,"2,000","1,540",1955,1,B1,675000.00,5/10/2022,40.6397976,-73.8930643
7873,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8269,44,,B1,10418 AVENUE L,,11236,2,0,2,"2,000","1,540",1955,1,B1,0.00,7/18/2022,40.6422423,-73.8892732
7875,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8272,69,,B2,10545 AVENUE M,,11236,2,0,2,"5,000","2,330",1970,1,B2,0.00,3/3/2022,40.6418965,-73.886456
7877,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8273,62,,B2,10811 FLATLANDS 8 STREET,,11236,2,0,2,"2,950","2,300",1965,1,B2,920000.00,9/21/2022,40.6416798,-73.883844
7878,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8274,15,,B1,1599 REMSEN AVENUE,,11236,2,0,2,"2,150","1,506",1955,1,B1,0.00,2/8/2022,40.6327554,-73.8971755
7879,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8274,28,,B3,1567 REMSEN AVENUE,,11236,2,0,2,"2,233","1,296",1950,1,B3,599000.00,12/22/2022,40.6332802,-73.8977584
7881,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8277,28,,B9,9230 KAUFMAN PLACE,,11236,2,0,2,"2,000","2,436",1960,1,B9,10.00,9/9/2022,40.6342051,-73.8945864
7882,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8277,29,,B9,9232 KAUFMAN PLACE,,11236,2,0,2,"3,000","2,436",1960,1,B9,10.00,7/5/2022,40.6342489,-73.8945143
7883,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8277,34,,B1,9227 KAUFMAN PLACE,,11236,2,0,2,"2,124","2,142",1960,1,B1,0.00,7/27/2022,40.6344772,-73.8950003
7885,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8280,1,,B1,1930 ROCKAWAY PARKWAY,,11236,2,0,2,"2,519","2,236",2002,1,B1,999000.00,1/17/2023,40.6354076,-73.8919508
7886,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8281,11,,B2,1919 ROCKAWAY PARKWAY,,11236,2,0,2,"2,040","1,968",1915,1,B2,0.00,5/2/2022,40.6359096,-73.8915933
7891,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8283,46,,B1,1316 EAST 100 STREET,,11236,2,0,2,"2,833","1,608",1960,1,B1,940000.00,3/30/2022,40.6381542,-73.890905
7892,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8283,61,,B1,1356 EAST 100 STREET,,11236,2,0,2,"2,000","1,608",1960,1,B1,0.00,5/22/2022,40.6375194,-73.8901963
7893,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8283,61,,B1,1356 EAST 100 STREET,,11236,2,0,2,"2,000","1,608",1960,1,B1,0.00,6/19/2022,40.6375194,-73.8901963
7894,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8284,35,,B1,1319 EAST 100 STREET,,11236,2,0,2,"2,000","1,540",1955,1,B1,10.00,2/23/2022,40.6383788,-73.8904038
7895,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8289,1,,B2,1321 EAST 105 STREET,,11236,2,0,2,"5,000","2,392",1960,1,B2,955000.00,3/1/2022,40.6406945,-73.886649
7896,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8289,53,,B2,10583 FLATLANDS 7 STREET,,11236,2,0,2,"5,832","2,392",1960,1,B2,900000.00,9/1/2022,40.6418511,-73.8850004
7902,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8302,54,,B1,1426 EAST 100 STREET,,11236,2,0,2,"2,833","1,560",1960,1,B1,650000.00,6/28/2022,40.6363544,-73.8889083
7903,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8303,8,,B1,10005 SEAVIEW AVENUE,,11236,2,0,2,"1,991","1,560",1960,1,B1,0.00,7/15/2022,40.6356668,-73.887425
7905,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8303,38,,B1,1417 EAST 100 STREET,,11236,2,0,2,"2,000","1,560",1960,1,B1,0.00,10/6/2022,40.6367439,-73.888587
7906,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8303,57,,B1,1432 EAST 101 STREET,,11236,2,0,2,"2,000","1,560",1960,1,B1,0.00,7/11/2022,40.636672,-73.8880286
7907,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8303,68,,B1,1462 EAST 101 STREET,,11236,2,0,2,"2,000","1,560",1960,1,B1,0.00,5/11/2022,40.6361719,-73.887471
7908,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8304,29,,B9,1429 EAST 101 STREET,,11236,2,0,2,"2,617","2,760",1965,1,B9,0.00,5/6/2022,40.6369707,-73.887603
7909,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8304,39,,B3,1401 EAST 101 STREET,,11236,2,0,2,"4,139","1,666",1955,1,B3,10.00,11/7/2022,40.6374132,-73.8881787
7911,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8304,52,,B9,1414 EAST 102 STREET,,11236,2,0,2,"2,625","2,760",1960,1,B9,0.00,4/22/2022,40.6374511,-73.8876634
7912,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8304,66,,B9,1450 EAST 102 STREET,,11236,2,0,2,"1,991","2,786",1960,1,B9,0.00,7/12/2022,40.6368026,-73.8869403
7915,3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8305,40,,B9,1407 EAST 102 STREET,,11236,2,0,2,"2,000","2,258",1955,1,B9,775000.00,11/30/2022,40.6378048,-73.8872881
7924,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4711,32,,C0,583 REMSEN AVENUE,,11236,3,0,3,"2,650","3,388",1945,1,C0,0.00,3/25/2022,40.6525273,-73.9192153
7932,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7914,55,,C0,778 REMSEN AVENUE,,11236,3,0,3,"2,283","3,166",1960,1,C0,0.00,2/16/2022,40.6483882,-73.9155337
7934,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7960,35,,C0,531 EAST 81 STREET,,11236,3,0,3,"2,000","2,760",1960,1,C0,0.00,3/9/2022,40.6405723,-73.9172228
7943,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7989,4,,C0,8415 GLENWOOD ROAD,,11236,3,0,3,"3,000","3,100",1960,1,C0,0.00,3/30/2022,40.6393304,-73.9118448
7946,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8007,4,,C0,8615 FLATLANDS AVENUE,,11236,3,0,3,"5,400","2,861",1930,1,C0,0.00,4/25/2022,40.6387955,-73.9087179
7949,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8030,19,,C0,28 PAERDEGAT 2 STREET,,11236,3,0,3,"2,900","3,139",1965,1,C0,0.00,7/19/2022,40.6321114,-73.9115841
7959,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8056,39,,C0,42 PAERDEGAT 6 STREET,,11236,3,0,3,"2,000","2,475",1965,1,C0,0.00,6/21/2022,40.6308763,-73.9080947
7961,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8057,58,,C0,7 PAERDEGAT 8 STREET,,11236,3,0,3,"2,000","2,805",1965,1,C0,0.00,9/13/2022,40.6296955,-73.907437
7962,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8058,42,,C0,33 PAERDEGAT 9 STREET,,11236,3,0,3,"2,891","3,118",1965,1,C0,700000.00,9/8/2022,40.6298153,-73.906248
7964,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8070,49,,C0,25 PAERDEGAT 12 STREET,,11236,3,0,3,"2,950","3,265",1965,1,C0,950000.00,9/6/2022,40.6285288,-73.9039081
7967,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8072,20,,C0,41 PAERDEGAT 14 STREET,,11236,3,0,3,"2,142","3,213",1965,1,C0,0.00,11/17/2022,40.6281127,-73.9019705
7968,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8072,26,,C0,23 PAERDEGAT 14 STREET,,11236,3,0,3,"3,000","3,328",1965,1,C0,1150000.00,5/18/2022,40.6278,-73.9022123
7969,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8072,29,,C0,19 PAERDEGAT 14 STREET,,11236,3,0,3,"3,000","3,328",1965,1,C0,1200000.00,5/18/2022,40.6277287,-73.9022665
7972,3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8080,64,,C0,1596 REMSEN AVENUE,,11236,3,0,3,"2,541","3,517",1965,1,C0,0.00,10/4/2022,40.6324458,-73.8977705
